29.36,0.0,0.0,-22.0,0.0
29.64,0.0,0.0,-22.0,0.0
29.89,0.0,0.0,-21.0,0.0
30.14,0.0,0.0,-21.0,0.0
30.4,0.0,0.0,-21.0,0.0
30.67,0.0,0.0,-20.0,0.0
30.91,0.0,0.0,-20.0,0.0
31.18,0.0,0.0,-19.0,0.0
31.43,0.0,0.0,-19.0,0.0
31.69,0.0,0.0,-18.0,0.0
31.94,0.0,0.0,-18.0,0.0
32.19,0.0,0.0,-18.0,0.0
32.45,0.0,0.0,-18.0,0.0
32.71,0.0,0.0,-17.0,0.0
32.96,0.0,0.0,-17.0,0.0
33.22,0.0,0.0,-17.0,0.0
33.47,0.0,0.0,-16.0,0.0
33.73,0.0,0.0,-16.0,0.0
33.98,0.0,0.0,-16.0,0.0
34.24,0.0,0.0,-16.0,0.0
34.5,0.0,0.0,-16.0,0.0
34.75,0.0,0.0,-16.0,0.0
35.01,0.0,0.0,-15.0,0.0
35.26,0.0,0.0,-15.0,0.0
35.52,0.0,0.0,-15.0,0.0
35.83,0.0,0.0,-15.0,0.0
36.08,0.0,0.0,-15.0,0.0
36.34,0.0,0.0,-15.0,0.0
36.6,0.0,0.0,-15.0,0.0
36.85,0.0,0.0,-15.0,0.0
37.11,0.0,0.0,-15.0,0.0
37.36,0.0,0.0,-15.0,0.0
37.62,0.0,0.0,-15.0,0.0
37.87,0.0,0.0,-15.0,0.0
38.13,0.0,0.0,-15.0,0.0
38.39,0.0,0.0,-15.0,0.0
38.64,0.0,0.0,-15.0,0.0
38.9,0.0,0.0,-15.0,0.0
39.15,0.0,0.0,-15.0,0.0
39.41,0.0,0.0,-15.0,0.0
39.67,0.0,0.0,-15.0,0.0
39.92,0.0,0.0,-15.0,0.0
40.17,0.0,0.0,-15.0,0.0
40.94,0.0,0.0,-15.0,0.0
41.19,0.0,0.0,-15.0,0.0
41.45,0.0,0.0,-14.0,0.0
41.71,0.0,0.0,0.0,0.0
41.77,0.0,0.0,0.0,0.0
41.82,0.0,0.0,0.0,0.0
41.87,0.0,0.0,0.0,0.0
41.93,0.0,0.0,0.0,0.0
41.97,0.0,0.0,0.0,0.0
42.03,0.0,0.0,0.0,0.0
42.1,0.0,0.0,0.0,0.0
42.12,0.0,0.0,0.0,0.0
42.18,0.0,0.0,0.0,0.0
42.23,0.0,0.0,0.0,0.0
42.28,0.0,0.0,0.0,0.0
42.33,0.0,0.0,0.0,0.0
42.38,0.0,0.0,0.0,0.0
42.44,0.0,0.0,0.0,0.0
42.48,0.0,0.0,0.0,0.0
42.55,0.0,0.0,0.0,0.0
42.59,0.0,0.0,0.0,0.0
42.65,0.0,0.0,0.0,0.0
42.7,0.0,0.0,0.0,0.0
42.75,0.0,0.0,0.0,0.0
42.79,0.0,0.0,0.0,0.0
42.84,0.0,0.0,0.0,0.0
42.91,0.0,0.0,0.0,0.0
42.95,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0
43.05,0.0,0.0,0.0,0.0
43.1,0.0,0.0,0.0,0.0
43.15,0.0,0.0,0.0,0.0
43.2,0.0,0.0,0.0,0.0
43.25,0.0,0.0,0.0,0.0
43.31,0.0,0.0,0.0,0.0
43.36,0.0,0.0,0.0,0.0
43.41,0.0,0.0,0.0,0.0
43.46,0.0,0.0,0.0,0.0
43.51,0.0,0.0,0.0,0.0
43.56,0.0,0.0,0.0,0.0
43.61,0.0,0.0,0.0,0.0
43.66,0.0,0.0,0.0,0.0
43.71,0.0,0.0,0.0,0.0
43.76,0.0,0.0,0.0,0.0
43.82,0.0,0.0,0.0,0.0
43.86,0.0,0.0,0.0,0.0
43.91,0.0,0.0,0.0,0.0
43.97,0.0,0.0,0.0,0.0
44.03,0.0,0.0,0.0,0.0
44.07,0.0,0.0,0.0,0.0
44.13,0.0,0.0,0.0,0.0
44.18,0.0,0.0,0.0,0.0
44.24,0.0,0.0,0.0,0.0
